intent,phrase
Q89,Hi are we able to retrieve building GFA information from URA
Q89,Hi area under photovoltaic solar panels on roof top are nonGFA right
Q89,Hi can I ask where do i find out the used GFA and the remaining available GFA of a development Asking from a condominium perspective
Q89,hi can I check if how many percentage of the existing GFA to consider the house is fall under renovation not for AA
Q89,Hi can I have the guideline for balcony screen
Q89,Hi Could I check what defines a PES fencing
Q89,Hi Does vertical landscape ie greenwall or creepers count towards LRA Thanks
Q89,Hi For a GCB good class bungalow must the land area be at least 1400 sq m
Q89,Hi how to calculate Temp Developent Levy for 81 alps ave buildingwe got GFA of 2600 Sq Meters
Q89,Hi I have a question regarding the computation of GFA
Q89,hi i saw a land size 2 storey house of no more of 45 to be build on a 800m2 landsize if the land is good to dig a basement upon request is itpossible to be built
Q89,hi i will like to check on the exemption for GFA calculation for landed property
Q89,Hi I would like to ask if it is possible to sub divide a detached house into 2 semi detached houses
Q89,Hi i would like to check if foreign worker allow to stay in warehouse
Q89,Hi I would like to find out about applying Outdoor Refreshment Area
Q89,Hi i would like to find out about ORA application
Q89,Hi I would like to know what is the minimum plot size requirement for an Residential Apartment development
Q89,Hi I would like to request the Condo GFA if there is any balance GFA to build shelter linkway
Q89,Hi is DC payable for bonus GFA even though the total GFA is lesser than DC baseline
Q89,hi is lush incentive applicable to existing development
Q89,hi is screening required for mechanical item
Q89,hi is there any guidelines pertaining to Facade Lighting outside marina bay area
Q89,Hi Jaime where can I find information on materials for PES
Q89,Hi Jaime where can I find materials used for PES for non landed property
Q89,Hi Jamie currently I am staying in a penhouse and have 2 planters on the rof terrace I would wish to construct a 900 mm high surrounding on topof one of the planter
Q89,Hi Jamie does extending of shelter coverage which not enclosed under strata title lot still constitute to GFA
Q89,Hi Jamie I would like know if the main gate at boundary wall can be above 18m for interterrace
Q89,Hi Jamie I would like to check how is the proper way of calculating the room areas thanks
Q89,hi Jamie please advise how can i find out the building approved gfa
Q89,Hi May I ask if uncovered swimming pool with a depth 1m in a hotel is counted into GFA
Q89,hi may i know a plot of land about 380 sqm of size with 106m wide and 20m on rearpossible to rebuild to one intermediate and a corner terrace
Q89,hi may i know for GFA verification application how do i make the payment Is it after we submit you will provide payment link
Q89,Hi May I know how can I find out the GFA of my estate
Q89,Hi may i know how to find building GFA information
Q89,Hi may i know how to find GFA of a building
Q89,Hi may i know how to find the site area maximum GFA of High Street Centre Singapore 179094
Q89,Hi may i know if installing a new carpark shelter would affect the existing GFA of the building
Q89,Hi may i know if new works consist of maintanence catwalk less than 1m in width is PP submission required as there is no new GFA
Q89,Hi may I know if rear setback terrace house abutting existing backlanes can the backyard be used for functions or like converted into part of theroom
Q89,hi serviced apartment is consider which URA use group
Q89,Hi the gate of the detached landed housing is built at the boundary line or at building setback Thank you
Q89,Hi There can I check if there is a way for me to find developments particularly shopping centres that have benefitted from the LUSH scheme
Q89,Hi under the envelop control guidelines is there a control on the basement protrusion height above MPL at the front if the site slopes upward fromfront to rear
Q89,Hi URA OfficerProposed Industrial Bldg 1 Can combine the GFA for Factory use and Warehouse to meet the 60 min for the Industrial Bldg
Q89,Hi URAs new rule to regulate unit size to 85 square metre from 70 square meter Will it only regulate the private flats
Q89,Hi what are the new GFA URA has implemented
Q89,Hi what is the allowable floor area for mezzanine level when rebuilding a house under envelope control regulations
Q89,Hi what is the height control guidelines for 5levels condo
Q89,HI WHAT TYPE OF DEVELOPMENT REQUIRE TO CALCULATE SITE COVERAGE
Q89,hi where can i find guidelines on the location of entry for resi development
Q89,HI Where can I get the form for ORA
Q89,hi would like to enquiry regarding installing a 530x1300mm signage outside the shop pillar
Q89,holland village outdoor refreshment area
Q89,hotel guidelines
Q89,hotel room height
Q89,hotel use
Q89,How about screen panel within the 75m setback is that allow
Q89,How can I buy a piece of land and sub divide it into two landed properties
Q89,How can i calculate max GFA for landed house
Q89,How can I check if the landed house can be subdivided
Q89,how can i check the GFA of my property
Q89,How can i find out my property GFA
Q89,how can i find out the temporary development levy
Q89,How can I find the gross floor area of an existing development
Q89,how can I find the setback for residential project
Q89,how can I get the development guide plan of Little India area
Q89,how can i know the GFA of the building
Q89,How can I see the detail of the planning plot Like the FAR planning GFA
Q89,how can we make clarification on the change of GFA
Q89,how do find GFA
Q89,How do i apply ORA
Q89,How do I calculate GFA
Q89,how do i calculate the gfa of condominium
Q89,How do i check existing gfa
Q89,How do i check height restrictions
Q89,How do I check the classification of a landed property
Q89,how do i determine GFA of my development
Q89,how do I enquire if tcm is allowed as ancillary temple use
Q89,how do i find more details about industrial space guidelines
Q89,how do I find out GFA for condominium estate
Q89,how do I find out if a residential property can be torn and rebuilt into apartments
Q89,How do I find out if the lander
Q89,how do i find out industrial b1 or b2
Q89,how do i find out the max GFA
Q89,how do i find out the rules of plot ratio
Q89,how do i find the setback distance
Q89,how do i get information of GFA
Q89,How do I get the figure of the gross floor area
Q89,How do I increase gfa for commercial property
Q89,how do i know if a condo was GFA exempt for bay windows
Q89,how do i know whether the GFA in a condo is it still available
Q89,how do I retrieve my GFA
Q89,how do i search for area allow worker dorm
Q89,how do i seek approval for increase in GFA of a commercial building
Q89,how do i submit GFA by BIM
Q89,HOW DO YOU CALCULATE GFA
Q89,how do you calculate required GFA
Q89,How do you count hotel rooms
Q89,How does GFA affect development
Q89,How does the 45 dwgree rules affect the GFA
Q89,how far is the distance from the awing to the main gate
Q89,how far is the roof canopy projection we can build beyond building line which is GFA exempted Thanks
Q89,how gross floor area calculated
Q89,How is gross floor area calculate
Q89,how is the area of a condominium flat measured
Q89,how long does it take for URA to give me planning approval
Q89,How many good class bangalow is there in Singapore
Q89,How may I check if a residential property is a serviced apartment
Q89,how much balcony bonus is entitled now
Q89,How much commercial space can be built in a condo development
Q89,How much landscaping do you need in a development
Q89,How much space do Aircon ledge take up in built in area
Q89,How much to keep for the boundary setback from existing building
Q89,how print out the receipt for my renewal for ORA Licence
Q89,how should i get written permission of GFA
Q89,How thick do walls need to be
Q89,How to apply baseline gfa
Q89,How to apply for approved GFA for completed projects
Q89,how to apply for base GFA
Q89,How to apply gfa verification
Q89,how to apply ORA
Q89,How to buy GFA evidence
Q89,How to calculate building coverage
Q89,how to calculate gfa
Q89,how to calculate gross floor area
Q89,how to calculate gross floor area with void spaces
Q89,how to calculate gross GFA
Q89,how to calculate net lettable area
Q89,how to calculate retail GFA
Q89,how to calculate room area
Q89,How to calculate site coverage
Q89,How to calculate strata area
Q89,how to Calculate the maximum allowable GFA
Q89,HOW TO CALCULATING THE AREA FOR MEZZANINE FLOOR
Q89,how to check building GFA
Q89,How to check from bungalow convert to semidetached
Q89,how to check gfa of an existing building
Q89,how to check GFA of exixting building
Q89,how to check gfa verification status
Q89,How to check if the industrial area can apply dormitory
Q89,how to check on the gross floor area of a development
Q89,How to check whether can rebuilt shophouse
Q89,HOW TO COMPUTE GFA
Q89,How to consult URA on planning guidelines
Q89,HOw to convert Gross Floor area to seating for restaurant
Q89,how to count gross plot ratio
Q89,How to determin terrace type
Q89,how to determine attic
Q89,how to do payment for GFA calclation service
Q89,how to download handbook
Q89,how to download Residential handbook Its seem like only can view online
Q89,How to download the latest Residential and NonResidential Handbooks free
Q89,how to find gfa
Q89,how to find gfa guide before year 2000
Q89,how to find GFA of projects
Q89,how to find out a building GFA
Q89,how to find out allow GFA and development baseline
Q89,How to find out gfa
Q89,How to find out GFA of a property
Q89,how to find out premises total GFA
Q89,how to find the setback for flat development
Q89,how to get building gfa
Q89,how to get GFA information
Q89,how to GFA for 72 Tuas south street 5
Q89,How to I calculate my propertys common area sq ft Can I get from GFA NLA
Q89,how to know GFA any balance
Q89,how to know gross floor area for a development
Q89,how to know the condo GFA
Q89,how to measure building strata
Q89,how to obtain GFA
Q89,How to pay for gfa verification application
Q89,HOW TO PAY FOR URA GFA CALCULATION UNIT
Q89,How to print URA written permission on GFA
Q89,how to purchase the latest approved drawings and gfa of a property
Q89,how to submit gfa verification
Q89,how to to seek waiver of development control guidelines
Q89,how to use License one
Q89,hows that I can no longer find Geylang urban design guidelines in uras website
Q89,Huge part of the pedestrian path ways are covered with bird faeces
Q89,I am building a shelter for my ME equipment is that considered GFA
Q89,I am checking of URA guidelines and approval for the installation of signages on commercial units
Q89,i am confused about what is counted in gfa is a sheltered walkway counted in gfa
Q89,I am developing zoned Commercial and Residential The site area is 5000 m2 and the Plot Ratio is 35 What is Gross Floor Area
Q89,I am looking for guidelines on awning construction
Q89,I am referring to my intermediate tarrace Can I build into building setback
Q89,I am still referring to the temporary enclosure of 900 mm high on top of a current planter of a roof terrace
Q89,i am trying to access the DC connect url
Q89,I have a question on GFA
Q89,I have enquiry about GFA
Q89,I have rented a shop space with kallang leisure park 5 stadium walk I will like to check the guidelines on the prdovision of the 1st layer sprinklerprovided by landlor
Q89,I like to find out the gross floor area for basement car park of Kensington square
Q89,I like to know the regulations for the landed property
Q89,I mean residential landed property
Q89,i meant for redevelopment to small size home
Q89,i need some general guidelines on what i can do to my house
Q89,I need some general guidelines on what I can do to my house.
Q89,i need the existing gfa details
Q89,i need to add internal lift to a landed property
Q89,I need to find gross floor area
Q89,I need to know all info on building swimming pool for landed house
Q89,i read in the newspaper that our home at shelford cannot built small size home
Q89,I want to download the DC Handbooks but cannot find the link
Q89,I want to enquire about GFA issues for my condo
Q89,I want to increase gfa for industrial property
Q89,i want to install shltered linkway in a private estate
Q89,I want to know the regulation about activity space
Q89,i want to know whether can i redevelop my semid into a bungalow
Q89,i want to know whether can i redevelop my terrace into a semid
Q89,I will like to find out more about my building GFA ca
Q89,I will like to find out more about my building GFA cap
Q89,I would like the find the handbook for Serviced Apartments
Q89,I would like to build a dormitory in my factory
Q89,I would like to check if the plot of land that I am selling can be build semi detached houses
Q89,i would like to check information on gfa
Q89,I would like to clarify the recent new URA guideline pertaining to simplification of site coverage guidelines May I know who should I contact
Q89,I would like to clarify whether a new 10 x 9m x 6m high movable shelter used for loading unloading purpose constitutes new GFA in an existingdetached factory at Tuas
Q89,i would like to find out more about subdivision of land
Q89,I would like to find out the GFA for Floridian ppty and Plot Ratio
Q89,I would like to inquire more on the quantum use for industrial building
Q89,I would like to know about gross floor area
Q89,I would like to know if URA permission is required for Retaining wall demolition within NSC worksite area It will be reinstated after the completionof NSC tunnel
Q89,i would like to learn more about the LRA requirements
Q89,I would like to seek clarification about the 40 workers dormitory use Is that 40 of existing GFA or of potential GFA
Q89,I would like to view my GFA for my industrial property
Q89,Id like to know where to fins information on how to build a hotel in Singapore
Q89,if I have 21 of unit nett area less than 50 sqm and 18 of unit nett area of 100 sqm
Q89,If I need to increase GFA for my building which authority do I get approval from
Q89,If I want to increase GFA who do I seek approval from
Q89,if i would like to tear down a existing shophouse and rebuild increasing the gross floor area in the process is there any development chargeinvolved
Q89,If no roof over building just checker plate floor are they consider as GFA
Q89,if the void space below a raised floor is less than 15m is it considered as GFA
Q89,In a communal space at condo to build a gazebo does it consider as GFA
Q89,In a landed housing area zoned for 3storey semidetached houses can a semidetached be converted to detached if it meets the guidelines
Q89,incentive scheme
Q89,increase in GFA
Q89,increase in gross floor area
Q89,Increasing floor space
Q89,industrial b1
Q89,industrial guideline
Q89,Industrial guidelines
Q89,information to calculate the maximum allowable GFA
Q89,interactive planning guidelines
Q89,internal room height
Q89,Is a basement a storey
Q89,is a ME floor a storey
Q89,Is a raised basement counted as a storey
Q89,is addition of an attic an additional storey
Q89,Is aircon ledge and balcony count in GFA
Q89,is an open balcony in a landed house counted as Gross Floor Area
Q89,is any common area included whilst measuring area of a private condo
Q89,Is area under photovoltaic solar panels on roof top counted as GFA for Institutional development
Q89,IS AREA UNDER RETRACTABLE AWNING COUNTED AS GFA
Q89,is attic considered additional storey
Q89,is balcony count as gross floor area
Q89,Is balcony counted as gfa
Q89,Is Balcony same as Plater Box Area
Q89,Is basement area count as GFA
Q89,is basement carpark lobby in condominium considered gfa
Q89,Is basement considered as GFA
Q89,Is basement in landed property considered gfa
Q89,is building setback from road 30 of building height
Q89,Is camp sites considered as commercial GFA Thanks
Q89,Is canopy over ME space on roof considered GFA
Q89,is car park included in GFA
Q89,is car porch counted as gross floor area
Q89,is car porch under site coverage
Q89,Is carparks considered gfa
Q89,is carporch counted as GFA
Q89,is carporch gfa
Q89,is catladder GFA
Q89,is commercial use allowed in white component
Q89,Is container use for storage consider a
Q89,Is container use for storage consider gross floor area
Q89,is covered linkway for non landed residential exempted from GFA
Q89,Is covered linkway subject to GFA
Q89,Is covered ME space considered GFA
Q89,is covered walkway in the private condo constitutes additional GFA
Q89,Is cst gfa exempt
Q89,IS FEATURE WALL COUNTED GFA
Q89,Is GFA calculation application to landed housing eg terrace house or semid
Q89,is gross floor area is sellable
Q89,is guard house counted as GFA
Q89,Is it possible to apply to increase the maximum GFA
Q89,Is it possible to build cupboards for planter area
Q89,is it sky terraces also partially counted as GFA
Q89,is landscape deck considered as basement
Q89,Is lift GFA
Q89,Is loading docks in commercial buildings GFA or carpark
Q89,Is loft GFA
Q89,is mezzanine floor in a factory development counted as GFA
Q89,Is my private enclosed space treated as GFA
Q89,Is open yard area counted as GFA
Q89,Is outdoor trellis with roof covering consider as exemption to GFA submission
Q89,is patio area outside my house considered as part of my house and to be considered in the per square foot arae
Q89,Is patio considered gfa
Q89,Is PES is a GFA
Q89,is pool part of gfa
Q89,IS RC LEDGE COMPUTED AS SITE COVERAGE
Q89,Is retaining wall counted as gfa
Q89,is roof a common property
Q89,Is roof joints accounted in the gfa
Q89,is service apartment considered residential or commercial
Q89,Is staircase considered GFA
Q89,is storage area GFA effect
Q89,Is strata area for cluster house called built up
Q89,Is submission to URA required if the works involved addition of a staircase within the building and no additional GFA is added
Q89,is swimming pool considered gfa
Q89,Is TCM clinic allowed in places of worship
Q89,is terrace counted as gross floor area
Q89,is the accessible carporch roof area counted as gfa
Q89,Is the attic subject to GFA
Q89,Is the balcony counted towards the gfa
Q89,Is the balcony counted towards the gross floor area
Q89,is the CCI bonus gfa scheme still available
Q89,Is the existing uncovered carpark lots to be roofed over considered or computed as gross floor area
Q89,Is the landscape replacement applicable to public housing
Q89,is the roof of a RC water tank count as part of GFA
Q89,Is the rooftop area part of the GFA
Q89,is the site coverage for private residential 50 or 40
Q89,IS THERE A BUILDING COVERAGE CONTROL FOR A CIVIC CENTRE
Q89,is there a check list of requirements to check if a building can be applied as a service apartment
Q89,is there a compilation of Development Control guidelines pdf format available to download or at least the compilation of the residentialnonresidential handbooks
Q89,is there a difference between showroom and ancillary showroom
Q89,Is there a guideline for provision of canteen in an industrial building single user
Q89,Is there a maximum site coverage for commercial developments
Q89,Is there a minimum land area requirement for residential development
Q89,is there a regulation that an aircon ledge area must not exceed a certain percentage of the GFA or usable area or sellable area
Q89,Is there any GFA incentive under the art incentive scheme
Q89,is there GFA for good class bungalow
Q89,is there maximum gfa control for landed houses
Q89,is toilet consider under gross floor area
Q89,is trellis GFA
Q89,Is uncovered swimming pool above first floor exempted from GFA
Q89,isit possible for me to get GFA for my estate
Q89,It is about GFA
Q89,know more about development control for a landed property
Q89,Land area guidelines
Q89,landed basement
Q89,Landed GFA guidelines
Q89,landed house minimum side gate width
Q89,landed housing estate eligible for lodgement
Q89,LANDED HOUSING GFA
Q89,landed housing guidelines
Q89,landed housing lodgement eligible
Q89,landed housing parking
Q89,Landed housing setback
Q89,landed housing surpuls parking
Q89,landed property guidebook
Q89,Landed setback
Q89,landscape deck DC guideline
Q89,Landscaping for Urban Spaces and HighRises
Q89,Latest GFA Guidebook
Q89,laws relating to serviced apartments
Q89,licence for serviced apartment
Q89,link to development control for landed residential area
Q89,linkway have gfa
Q89,locate geylang urban design guidelines
Q89,location criteria hostel
Q89,Loft is gfa
Q89,Looking foR gfa
Q89,Looking for Gross Floor Area Guidebook
Q89,LTA bicycle parking requirement what is GFA exemption means
Q89,Main building 12m incl 5m green buffer Car PorchTerracePatio Maximum depth of the car porch to outermost roof eave line protruding into theroad bu
Q89,max gfa
Q89,max height of entrance gate
Q89,maximum building height
Q89,maximum gross floor area at 228 orchard
Q89,maximum height for boundary wall in a landed property
Q89,Maximum length for slab block
Q89,Maximum raised basement
Q89,maxiumum building height
Q89,May I ask for Landed residential property is balcony and roof terrace included in GFA computation
Q89,May I asked if the current bonus gfa scheme of 061 form part of the 10 bonus balcony GFA
Q89,May I know how to classify cluster house built in
Q89,May I know the gross floor area of 16 Seletar Aerospace Crescent 797567
Q89,May I know the measurement unit of GFA Feet or meter
Q89,May I know the roof area is considered in the far calculations
Q89,MAY I KNOW THE SETBACK BUILDING OF NONRESIDENTIAL BESIDE THE BEACH
Q89,may I know what are the attic requirements
Q89,May I know what is the minimum area for loft
Q89,may i know what is the site coverage for Good class bungalow
Q89,May I know where can I find the rules and regulations in construction of industrial mezzanine
Q89,may i know where to get our factory GFA table
Q89,ME catwalks considered a storey
Q89,methods for apartments gfa
Q89,mezzanine floor
Q89,Mezzanine floor parameters in landed housing
Q89,Mezzanine floors for landed housing
Q89,mezzanine maximum size
Q89,midview building GFA
Q89,min land size for apartment
Q89,Minimum average size for shoe box in shopping mall
Q89,Minimum plot size requirements for a semi detached dwelling house
Q89,Minimum restaurant size
Q89,Minimum semi detached plot size
Q89,Minimum site size for private apartment
Q89,minimum size of non residential strata unit
Q89,Minimum size of shoebox shops
Q89,minimum stay for service apartment
Q89,mixeduse development
Q89,MRT DEPOT setbacks
Q89,my customer want to install solar panel above the roof garden is it effect the GFA
Q89,my i know for landscape replacement is it necessary need to be open to sky
Q89,my question not answered how to download the DC handbooks Thank you
Q89,Need existing GFA information
Q89,need to find out GFA for the Levelz
Q89,net floor area
Q89,net gross floor area of b1 factory measurements
Q89,NEW ATTIC GUIDE LINE 2019
Q89,new GFA
Q89,NGCB site coverage
Q89,No change of use Original approved GFA since we intend to redevelop the property to current GPR
Q89,No how many floor can you built base on 23 as plot ratio
Q89,No what is the definition of plot ratio
Q89,NoIts is Gross Floor Area HandBook
Q89,Non GFA guide
Q89,Non GFA list
Q89,non residential handbook
Q89,nonresidential handbook
Q89,not to maximize GFA
Q89,number of apllication of GFA incentive
Q89,office building guidelines
Q89,Old condo balcony consider gfa when roof is build
Q89,Old Condominium GFA for balcony
Q89,old Dc handbook
Q89,open air car park and GFA
Q89,Open yard GFA
Q89,or exactly on 7500 setback line on attic
Q89,ORA 1
Q89,ORA guidelines
Q89,Outdoor refreshment
Q89,Outdoor Refreshment Area
Q89,outdoor refreshment area application
Q89,Outdoor Refreshment Areas
Q89,PARAMETERS FOR NONRESIDENTIAL DEVELOPMENT
Q89,Party wall
Q89,Patio GFA
Q89,payment for GFA verfication
Q89,percentage of GFA rentable
Q89,permissible structures within the building set back
Q89,permit of mezzanine floor
Q89,permit to build place of worship
Q89,person to contact about GFA
Q89,pes is gfa
Q89,Pilate studio counted as retail
Q89,place of worship
Q89,place of worship ancillary religious and ancillary related
Q89,place of worship reglation
Q89,planning control for detached house
Q89,planning guidelines for warehouse
Q89,Planning hanbook
Q89,planning perimiter
Q89,plant room gfa exemption
Q89,Planter area
Q89,planter at condominium balcony is considered as gross floor area
Q89,planter box
Q89,planter box in condo
Q89,please lead me to green mark gross floor area guidelines
Q89,Please send me circular on bonus GFA
Q89,plot ratio 28 residential is equilvalent to how many storey
Q89,pls show me where the 6040 rule is
Q89,Pops guideline
Q89,private property guildlines
Q89,Procedure for apply exemption of GFA
Q89,pump room sunken consider gfa
Q89,Purchase GFA information
Q89,quantum of ancillary and non-agriculture uses
Q89,"R&D, food processing"
Q89,Racking system counted gfa
Q89,Raised basement
Q89,Raised basement height
Q89,rear setback abutting back lanes
Q89,REAR SETBACK FOR SUB STATION
Q89,reconstruction definition
Q89,Redevelop into apartments
Q89,REDEVELOPMENT GUIDLINES
Q89,Reference to guidelines for Temporary Workers Dormitories within Industrial space Can i check if a terrace factory in Tagore area be partiallyused as dormitories
Q89,Regulation about landed property
Q89,Regulations of landed housing area
Q89,regulations on trellis for residential
Q89,regulatory requirement of open spaces for landed houses
Q89,religious buildings regulations
Q89,religious usage in light industrial bldg
Q89,Renovation construction guidelines
Q89,Requirements for cluster housing proposal
Q89,Requirements for pergola
Q89,Residence handbook
Q89,resident handbook guide
Q89,resident handbook guide for air con ledge
Q89,Residential dwelling houses or units
Q89,residential guidelines
Q89,residential handbook
Q89,residential handbook effective date
Q89,Residential landed houses guidelines
Q89,Restaurant Gross Floor area
Q89,Retail Calculation
Q89,retail GFA
Q89,retractable awnings GFA
Q89,retractable canopy included in gfa
Q89,return GFA
Q89,Revised GFA guide
Q89,Revised location criteria for serviced apartment
Q89,Road setback
Q89,roof eave projection allowable beyond building line
Q89,roof garden glass fence rules
Q89,roof over car proch
Q89,rule and regulation for worker dorm
Q89,Screening mechanical and electrical
Q89,sealed space counted in gfa
Q89,Semi detached plot width
Q89,semid means
Q89,Service apartment locations restrictions
Q89,SERVICE APARTMENT REQUIREMENTS
Q89,Service residence minimum stay is how many days
Q89,serviced apartments guidelines
Q89,serviced apartments regulations
Q89,Services floors considered a storey
Q89,set back requirement
Q89,set backs
Q89,Setback
Q89,setback area
Q89,Setback control
Q89,Setback distance
Q89,setback for educational buildings
Q89,Setback for flat
Q89,setback for geylang
Q89,setback guideline
Q89,SETBACK REQUIREMENT OF BUIDING
Q89,setback requirements playground
Q89,setbackrequirements
Q89,SHED OVER CAR PARK LOTS CONSTITUE GFA
Q89,shoebox
Q89,"Singapore Food Agency, National Parks Board or Singapore Land Authority"
Q89,site boundary
Q89,Site coverage definition
Q89,Site coverage detached house
Q89,site coverage for Good class bungalow
Q89,site coverage for mixed development
Q89,Site coverage for office building
Q89,Site coverage requirements for religious building
Q89,size of attic
Q89,Size of dormer windows in attic roof
Q89,solar
Q89,spacin between building
Q89,spacing between building guide
Q89,special set back
Q89,specification of terrace type I and II
Q89,spiral staircase gfa
Q89,spiral staircase is gfa
Q89,Sports and Recreation
Q89,staircase gfa
Q89,statistic on GFA inceitve
Q89,storage area
Q89,Storey height less than 15m
Q89,Structures permitted within pla ting strip
Q89,student hostel
Q89,Student hostels
Q89,student housing in a residential zone
Q89,STUDENTS HOSTEL
Q89,SUB STATION REQUIREMENT
Q89,subdivision of land
Q89,submission fee additional GFA
Q89,submission of site boundary
Q89,Submission process for GFA verification
Q89,Temporary workers dormitory
Q89,Temporary workers dormitory guideline
Q89,terrace house means
Q89,the 45 degree setback on start from the spring line on the attic right
Q89,The area of patio is GFA
Q89,The development charge payable now is computed at 70 of the enhancement in land value What was the rate in 1995 please
Q89,The gross floorarea is the total area of the covered floor space measured between the centre lineof party walls including the thickness of externalwalls but excluding
Q89,The Jovell having a GFA of 4294972 sqm limited to 429 units based on divide by 100 sqm Formula
Q89,the rules and regulation in the residential handbook is effective as of when
Q89,The temporary enclosure of 900 mm high is not higher than the current roof hanging gridsnd is free standing by bolting
Q89,This is a new development To clarify no setback requirement is required for basement carpark to the common boundary The neighbouring site isa park
Q89,to check GFA at 8 chin bee
Q89,to check whether Marsiling Ind estate is under black list for wprker dormitory
Q89,to clarify the steps retaining system is not the steps for commuters it is a terraced steps slope to retain soil
Q89,To convert just a room to a sick bay
Q89,to purchase information of existing gross floor area for civic and community institution
Q89,total floor area for commercial industrial buildings
Q89,Treatment of roof terraces Private enclosed space
Q89,Unable to download residential handbook please help
Q89,Uncovered gfa
Q89,underground guidelines
Q89,Unit area
Q89,ura attic common parapet height
Q89,URA consultation on control guidelines
Q89,URA consultation on planning guidelines
Q89,ura definition of envelope control area
Q89,Ura guideline for service apartment
Q89,URA Guidelines
Q89,ura guidelines for educational sites
Q89,usage permitted at mixed condo development
Q89,Use of outdoor refreshment area
Q89,utility setback
Q89,visit guideline
Q89,waiver for gfa examption
Q89,Walkway shelter
Q89,Wall like development
Q89,wehre can i find the full version of the dc handbook
Q89,Whar is the minimum height needed for mezzanine
Q89,what are all counted in gfa calculation
Q89,What are development control matters
Q89,what are gfa items
Q89,what are guidlines for hostel
Q89,what are planning guidelines
Q89,what are serviced apartments
Q89,what are the allow covered communal gfa
Q89,what are the allow covered communal gfa in commercial building
Q89,What are the building classes definition
Q89,what are the car porch guidelines
Q89,What are the conditions required to obtain a permit for use of a condo as serviced apartments
Q89,What are the development control in raffles place
Q89,what are the development guidelines in Singapore
Q89,what are the guidelines for B1 white
Q89,what are the guidelines for developing terrace houses
Q89,What are the guidelines for landed house
Q89,What are the guidelines for mural painting in Little India
Q89,What are the guidelines pertaining to religious buildings
Q89,What are the landscaped replacement guidelines
Q89,what are the main zoning that allow for industiral warehousinglogistic and business park developments
Q89,what are the planning guidelines for industrial space
Q89,what are the prevailing Outdoor Refreshment Area guidelines
Q89,what are the procedures to seek approval to increase GFA of a commercial building
Q89,what are the requirements to build solar panels on roof
Q89,What are the structures permitted within planting strip
Q89,what are the various types of bonus gfa
Q89,What are they development control procedures in singapore
Q89,what are URA GUIDELINES FOR HOTEL
Q89,what areas are exempted from GFA
Q89,what can I build on my land if land size is below 1000 sq m
Q89,what constitute an increase in GFA
Q89,What constitute as gfa for Residential property
Q89,what constitutes retail GFA
Q89,What counts as gross floor area in landed property
Q89,What does 30 site coverage mean
Q89,What Does 30 site coverage means
Q89,what does floor area mean
Q89,what does gfa exemption mean
Q89,What does Gross Floor Area (GFA) mean?
Q89,What does Gross Floor Area GFA mean 2
Q89,What does it mean to purchaser on gross floor area
Q89,What does landscape replacement entail
Q89,What does mixed use mean
Q89,what does site coverage mean
Q89,what if i burst my site coverage
Q89,what is a business park
Q89,what is a correct GFA ratio for industrial building
Q89,what is a covered area
Q89,what is a mixed commercial residential development
Q89,what is a mixed development
Q89,what is a mixeduse development
Q89,what is a townhouse
Q89,What is additional Gross floor area
Q89,What is AGFA
Q89,what is allowable height for boundary wall
Q89,WHAT IS AN ATTIC
Q89,what is ancillary staff refreshment area
Q89,What is building height control
Q89,WHAT IS BUILT UP AREA
Q89,what is builtin area
Q89,what is cluster housing
Q89,what is commercial GFA
Q89,what is communal areas
Q89,what is considered as an attic
Q89,what is development control
Q89,what is envelop control area
Q89,What is envelope control
Q89,what is GCB land size criteria is there minimum size for it to be a GCB
Q89,what is gcba
Q89,What is GFA 1
Q89,What is gfa for landed property
Q89,what is GFA for my house
Q89,what is gfa verification
Q89,What is GLA
Q89,what is gross floor area
Q89,what is gross floor area detail
Q89,What is gross floor ratio
Q89,What is gross plot ratio
Q89,what is institution
Q89,What is link bungalow
Q89,What is maximum gross floor area
Q89,What is maximum height for attic for detached house Singapore
Q89,what is maximum height for boundary wall
Q89,WHAT IS MIN SOFTSCAPE REQUIREMENT
Q89,what is New URA guidelines cut number of units that can be built in nonlanded projects
Q89,What is nonlanded property
Q89,what is nonlanded residential building
Q89,what is office categorized in
Q89,What is opendeck ORA Levy fee
Q89,what is ORA
Q89,What is outdoor refreshment area
Q89,What is Party wall flat development
Q89,what is Planning permission
Q89,what is refreshment area
Q89,what is residential landed dwelling house
Q89,what is road and green buffer
Q89,what is road buffer
Q89,What is road setback for Geylang shophouse
Q89,What is set back control
Q89,What is setback for my house
Q89,what is SGFA
Q89,What is side setback of terrace house
Q89,What is site coverage
Q89,What is site coverage means
Q89,What is statistical gfa
Q89,What is statistical gross floor area
Q89,what is the allowable height of boundary wallfence of private residential houses and how is it measured
Q89,what is the bonus gfa for buildings near MRT
Q89,what is the bonus gross floor area for mrt
Q89,WHAT IS THE BUILDING COVERAGE FOR A CULTURAL CENTRE
Q89,What is the building setback along Cat 1 road
Q89,What is the building setback along Category 1 road
Q89,what is the cost of GFA for downtown area
Q89,what is the definition of a condo
Q89,what is the definition of flats
Q89,what is the definition of groos floor area
Q89,what is the definition of hotel
Q89,What is the difference between GFA and CFA
Q89,what is the difference between gfa and nfa
Q89,What is the difference between Good class bungalow and good class bungalow area
Q89,What is the difference between gross floor area and built in area
Q89,what is the difference between starat houses and townhouses
